ts,phase,stage,uncertainty_index,request,vehicle,table_number,dynamic_t_begin,duration_type,delay_tolerance,severity,passed_terminals,current_time,action,reward,feasible,source
1765859029.120789,implement,send_action,1,3000000000000,27,421,25,mix_mu_5_40_terminal_dependent,72.0,4,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",25,0,-10000000,,RL
1765859035.2793705,implement,begin_removal,0,3000000000004,92,420,4,mix_mu_5_40_terminal_dependent,186.8,4,"[1.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",4,-10000000,-10000000,,ALNS
1765859035.323879,implement,send_action,0,3000000000004,92,420,4,mix_mu_5_40_terminal_dependent,186.8,1,"[1.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",4,0,-10000000,,RL
1765859085.9394996,implement,begin_removal,0,3000000000000,27,415,4,mix_mu_5_40_terminal_dependent,105.0,1,"[6, -1, -1, -1, -1, -1, -1, -1, -1, -1]",4,-10000000,-10000000,,ALNS
1765859085.991766,implement,send_action,0,3000000000000,27,415,4,mix_mu_5_40_terminal_dependent,105.0,5,"[6, -1, -1, -1, -1, -1, -1, -1, -1, -1]",4,0,-10000000,,RL
1765859106.4496818,implement,begin_removal,1,3000000000002,6,413,19,mix_mu_5_40_terminal_dependent,42.0,5,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",19,-10000000,-10000000,,ALNS
1765859106.5127604,implement,send_action,1,3000000000002,6,413,19,mix_mu_5_40_terminal_dependent,42.0,4,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",19,0,-10000000,,RL
1765859106.5151331,implement,begin_removal,1,3000000000003,8,413,19,mix_mu_5_40_terminal_dependent,71.0,4,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",19,-10000000,-10000000,,ALNS
1765859106.5750256,implement,send_action,1,3000000000003,8,413,19,mix_mu_5_40_terminal_dependent,71.0,4,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",19,1,-10000000,,RL
1765859106.8257513,implement,send_action,1,3000000000003,8,413,19,mix_mu_5_40_terminal_dependent,71.0,4,"[0, 3, -1, -1, -1, -1, -1, -1, -1, -1]",19,0,-10000000,,RL
1765859106.8950129,implement,send_action,1,3000000000003,9,413,19,mix_mu_5_40_terminal_dependent,71.0,4,"[0, 3, -1, -1, -1, -1, -1, -1, -1, -1]",19,0,-10000000,,RL
1765859107.0129595,implement,begin_removal,1,3000000000000,27,413,19,mix_mu_5_40_terminal_dependent,78.0,4,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",19,-10000000,-10000000,,ALNS
1765859107.0651433,implement,send_action,1,3000000000000,27,413,19,mix_mu_5_40_terminal_dependent,78.0,4,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",19,0,-10000000,,RL
1765859116.8260522,implement,begin_removal,1,3000000000001,99,412,104,mix_mu_5_40_terminal_dependent,59.400000000000006,4,"[2.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",104,-10000000,-10000000,,ALNS
1765859116.8762002,implement,send_action,1,3000000000001,99,412,104,mix_mu_5_40_terminal_dependent,59.400000000000006,2,"[2.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",104,0,-10000000,,RL
1765859132.9217727,implement,begin_removal,1,3000000000004,92,410,74,mix_mu_5_40_terminal_dependent,116.8,2,"[1.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",74,-10000000,-10000000,,ALNS
1765859132.9733658,implement,send_action,1,3000000000004,92,410,74,mix_mu_5_40_terminal_dependent,116.8,5,"[1.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",74,0,-10000000,,RL
1765859150.2852802,implement,begin_removal,0,3000000000000,27,408,4,mix_mu_5_40_terminal_dependent,105.0,5,"[6, -1, -1, -1, -1, -1, -1, -1, -1, -1]",4,-10000000,-10000000,,ALNS
1765859150.329465,implement,send_action,0,3000000000000,27,408,4,mix_mu_5_40_terminal_dependent,105.0,3,"[6, -1, -1, -1, -1, -1, -1, -1, -1, -1]",4,0,-10000000,,RL
1765859167.384619,implement,begin_removal,2,3000000000001,99,407,106,mix_mu_5_40_terminal_dependent,57.400000000000006,3,"[2.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",106,-10000000,-10000000,,ALNS
1765859167.4510934,implement,send_action,2,3000000000001,99,407,106,mix_mu_5_40_terminal_dependent,57.400000000000006,5,"[2.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",106,0,-10000000,,RL
1765859175.1445036,implement,begin_removal,2,3000000000004,92,406,89,mix_mu_5_40_terminal_dependent,103.0,5,"[3.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",89,-10000000,-10000000,,ALNS
1765859175.1980796,implement,send_action,2,3000000000004,92,406,89,mix_mu_5_40_terminal_dependent,103.0,4,"[3.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",89,0,-10000000,,RL
1765859175.2005785,implement,begin_removal,2,3000000000001,99,406,89,mix_mu_5_40_terminal_dependent,75.0,4,"[3.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",89,-10000000,-10000000,,ALNS
1765859175.2498734,implement,send_action,2,3000000000001,99,406,89,mix_mu_5_40_terminal_dependent,75.0,4,"[3.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",89,0,-10000000,,RL
1765859249.3826547,implement,begin_removal,1,3000000000004,92,398,35,mix_mu_5_40_terminal_dependent,155.8,4,"[1.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",35,-10000000,-10000000,,ALNS
1765859249.4368,implement,send_action,1,3000000000004,92,398,35,mix_mu_5_40_terminal_dependent,155.8,4,"[1.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",35,0,-10000000,,RL
1765859251.1645129,implement,begin_removal,2,3000000000001,99,398,100,mix_mu_5_40_terminal_dependent,63.400000000000006,4,"[2.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",100,-10000000,-10000000,,ALNS
1765859251.2217536,implement,send_action,2,3000000000001,99,398,100,mix_mu_5_40_terminal_dependent,63.400000000000006,2,"[2.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",100,0,-10000000,,RL
1765859257.9630494,implement,begin_removal,0,3000000000002,6,397,1,mix_mu_5_40_terminal_dependent,66.0,2,"[3, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,-10000000,-10000000,,ALNS
1765859258.0149481,implement,send_action,0,3000000000002,6,397,1,mix_mu_5_40_terminal_dependent,66.0,2,"[3, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,0,-10000000,,RL
1765859258.016551,implement,begin_removal,0,3000000000003,8,397,1,mix_mu_5_40_terminal_dependent,95.0,2,"[3, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,-10000000,-10000000,,ALNS
1765859258.069332,implement,send_action,0,3000000000003,8,397,1,mix_mu_5_40_terminal_dependent,95.0,2,"[3, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,0,-10000000,,RL
1765859261.7963216,implement,begin_removal,2,3000000000001,99,397,66,mix_mu_5_40_terminal_dependent,97.4,2,"[2.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",66,-10000000,-10000000,,ALNS
1765859261.8467517,implement,send_action,2,3000000000001,99,397,66,mix_mu_5_40_terminal_dependent,97.4,2,"[2.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",66,0,-10000000,,RL
1765859270.0624616,implement,begin_removal,0,3000000000002,6,396,1,mix_mu_5_40_terminal_dependent,60.0,2,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,-10000000,-10000000,,ALNS
1765859270.115847,implement,begin_removal,0,3000000000003,8,396,1,mix_mu_5_40_terminal_dependent,89.0,4,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,-10000000,-10000000,,ALNS
1765859270.1892824,implement,send_action,0,3000000000003,8,396,1,mix_mu_5_40_terminal_dependent,89.0,4,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,0,-10000000,,RL
1765859270.1913905,implement,begin_removal,0,3000000000000,27,396,1,mix_mu_5_40_terminal_dependent,96.0,4,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,-10000000,-10000000,,ALNS
1765859270.2424033,implement,send_action,0,3000000000000,27,396,1,mix_mu_5_40_terminal_dependent,96.0,4,"[0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,0,-10000000,,RL
1765859271.9527004,implement,begin_removal,1,3000000000003,8,396,70,mix_mu_5_40_terminal_dependent,26.0,4,"[3, -1, -1, -1, -1, -1, -1, -1, -1, -1]",70,-10000000,-10000000,,ALNS
1765859272.007099,implement,send_action,1,3000000000003,8,396,70,mix_mu_5_40_terminal_dependent,26.0,1,"[3, -1, -1, -1, -1, -1, -1, -1, -1, -1]",70,0,-10000000,,RL
1765859273.9302573,implement,begin_removal,2,3000000000004,92,396,91,mix_mu_5_40_terminal_dependent,99.8,1,"[1.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",91,-10000000,-10000000,,ALNS
1765859273.9805515,implement,send_action,2,3000000000004,92,396,91,mix_mu_5_40_terminal_dependent,99.8,5,"[1.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",91,0,-10000000,,RL
1765859280.4481046,implement,begin_removal,0,3000000000004,92,395,4,mix_mu_5_40_terminal_dependent,186.8,5,"[1.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",4,-10000000,-10000000,,ALNS
1765859280.5000055,implement,send_action,0,3000000000004,92,395,4,mix_mu_5_40_terminal_dependent,186.8,4,"[1.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",4,0,-10000000,,RL
1765859288.6595728,implement,begin_removal,0,3000000000000,27,394,2,mix_mu_5_40_terminal_dependent,107.0,4,"[6, -1, -1, -1, -1, -1, -1, -1, -1, -1]",2,-10000000,-10000000,,ALNS
1765859288.708294,implement,send_action,0,3000000000000,27,394,2,mix_mu_5_40_terminal_dependent,107.0,4,"[6, -1, -1, -1, -1, -1, -1, -1, -1, -1]",2,0,-10000000,,RL
1765859307.424236,implement,begin_removal,1,3000000000001,99,392,35,mix_mu_5_40_terminal_dependent,128.4,4,"[2.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",35,-10000000,-10000000,,ALNS
1765859307.475442,implement,send_action,1,3000000000001,99,392,35,mix_mu_5_40_terminal_dependent,128.4,5,"[2.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",35,0,-10000000,,RL
1765859315.8318534,implement,begin_removal,0,3000000000004,92,391,3,mix_mu_5_40_terminal_dependent,189.0,5,"[3.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",3,-10000000,-10000000,,ALNS
1765859315.8740325,implement,begin_removal,0,3000000000001,99,391,3,mix_mu_5_40_terminal_dependent,161.0,4,"[3.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",3,-10000000,-10000000,,ALNS
1765859315.9560096,implement,send_action,0,3000000000001,99,391,3,mix_mu_5_40_terminal_dependent,161.0,4,"[3.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",3,0,-10000000,,RL
1765859331.1893802,implement,begin_removal,0,3000000000002,6,389,4,mix_mu_5_40_terminal_dependent,63.0,4,"[3, -1, -1, -1, -1, -1, -1, -1, -1, -1]",4,-10000000,-10000000,,ALNS
1765859331.233063,implement,send_action,0,3000000000002,6,389,4,mix_mu_5_40_terminal_dependent,63.0,3,"[3, -1, -1, -1, -1, -1, -1, -1, -1, -1]",4,0,-10000000,,RL
1765859331.2350616,implement,begin_removal,0,3000000000003,8,389,4,mix_mu_5_40_terminal_dependent,92.0,3,"[3, -1, -1, -1, -1, -1, -1, -1, -1, -1]",4,-10000000,-10000000,,ALNS
1765859331.2808766,implement,send_action,0,3000000000003,8,389,4,mix_mu_5_40_terminal_dependent,92.0,3,"[3, -1, -1, -1, -1, -1, -1, -1, -1, -1]",4,0,-10000000,,RL
1765859367.6534054,implement,begin_removal,0,3000000000004,92,384,3,mix_mu_5_40_terminal_dependent,189.0,3,"[3.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",3,-10000000,-10000000,,ALNS
1765859367.6967783,implement,send_action,0,3000000000004,92,384,3,mix_mu_5_40_terminal_dependent,189.0,3,"[3.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",3,0,-10000000,,RL
1765859367.6979337,implement,begin_removal,0,3000000000001,99,384,3,mix_mu_5_40_terminal_dependent,161.0,3,"[3.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",3,-10000000,-10000000,,ALNS
1765859367.7448835,implement,send_action,0,3000000000001,99,384,3,mix_mu_5_40_terminal_dependent,161.0,3,"[3.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",3,0,-10000000,,RL
1765859381.1570587,implement,begin_removal,0,3000000000002,6,382,3,mix_mu_5_40_terminal_dependent,64.0,3,"[3, -1, -1, -1, -1, -1, -1, -1, -1, -1]",3,-10000000,-10000000,,ALNS
1765859381.1990473,implement,send_action,0,3000000000002,6,382,3,mix_mu_5_40_terminal_dependent,64.0,2,"[3, -1, -1, -1, -1, -1, -1, -1, -1, -1]",3,0,-10000000,,RL
1765859381.2000556,implement,begin_removal,0,3000000000003,8,382,3,mix_mu_5_40_terminal_dependent,93.0,2,"[3, -1, -1, -1, -1, -1, -1, -1, -1, -1]",3,-10000000,-10000000,,ALNS
1765859381.249173,implement,send_action,0,3000000000003,8,382,3,mix_mu_5_40_terminal_dependent,93.0,2,"[3, -1, -1, -1, -1, -1, -1, -1, -1, -1]",3,0,-10000000,,RL
1765859392.354621,implement,begin_removal,0,3000000000002,6,381,3,mix_mu_5_40_terminal_dependent,64.0,2,"[3, -1, -1, -1, -1, -1, -1, -1, -1, -1]",3,-10000000,-10000000,,ALNS
1765859392.397422,implement,send_action,0,3000000000002,6,381,3,mix_mu_5_40_terminal_dependent,64.0,3,"[3, -1, -1, -1, -1, -1, -1, -1, -1, -1]",3,0,-10000000,,RL
1765859392.3984232,implement,begin_removal,0,3000000000003,8,381,3,mix_mu_5_40_terminal_dependent,93.0,3,"[3, -1, -1, -1, -1, -1, -1, -1, -1, -1]",3,-10000000,-10000000,,ALNS
1765859392.4384122,implement,send_action,0,3000000000003,8,381,3,mix_mu_5_40_terminal_dependent,93.0,3,"[3, -1, -1, -1, -1, -1, -1, -1, -1, -1]",3,0,-10000000,,RL
1765859393.77855,implement,begin_removal,1,3000000000001,99,381,51,mix_mu_5_40_terminal_dependent,112.4,3,"[2.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",51,-10000000,-10000000,,ALNS
1765859393.8265107,implement,send_action,1,3000000000001,99,381,51,mix_mu_5_40_terminal_dependent,112.4,2,"[2.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",51,0,-10000000,,RL
1765859402.013728,implement,begin_removal,1,3000000000004,92,380,24,mix_mu_5_40_terminal_dependent,168.0,2,"[3.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",24,-10000000,-10000000,,ALNS
1765859402.0541415,implement,send_action,1,3000000000004,92,380,24,mix_mu_5_40_terminal_dependent,168.0,5,"[3.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",24,0,-10000000,,RL
1765859402.0561557,implement,begin_removal,1,3000000000001,99,380,24,mix_mu_5_40_terminal_dependent,140.0,5,"[3.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",24,-10000000,-10000000,,ALNS
1765859402.1189096,implement,send_action,1,3000000000001,99,380,24,mix_mu_5_40_terminal_dependent,140.0,5,"[3.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",24,0,-10000000,,RL
1765859411.6628883,implement,begin_removal,1,3000000000004,92,379,93,mix_mu_5_40_terminal_dependent,97.8,5,"[1.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",93,-10000000,-10000000,,ALNS
1765859411.7104387,implement,send_action,1,3000000000004,92,379,93,mix_mu_5_40_terminal_dependent,97.8,5,"[1.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",93,0,-10000000,,RL
1765859425.2358549,implement,begin_removal,0,3000000000004,92,377,3,mix_mu_5_40_terminal_dependent,187.8,5,"[1.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",3,-10000000,-10000000,,ALNS
1765859425.27643,implement,send_action,0,3000000000004,92,377,3,mix_mu_5_40_terminal_dependent,187.8,2,"[1.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",3,0,-10000000,,RL
1765859434.784097,implement,begin_removal,1,3000000000000,27,376,64,mix_mu_5_40_terminal_dependent,45.0,2,"[6, -1, -1, -1, -1, -1, -1, -1, -1, -1]",64,-10000000,-10000000,,ALNS
1765859434.8286834,implement,send_action,1,3000000000000,27,376,64,mix_mu_5_40_terminal_dependent,45.0,3,"[6, -1, -1, -1, -1, -1, -1, -1, -1, -1]",64,0,-10000000,,RL
1765859442.9098449,implement,begin_removal,1,3000000000003,8,375,71,mix_mu_5_40_terminal_dependent,25.0,3,"[3, -1, -1, -1, -1, -1, -1, -1, -1, -1]",71,-10000000,-10000000,,ALNS
1765859442.9530907,implement,send_action,1,3000000000003,8,375,71,mix_mu_5_40_terminal_dependent,25.0,3,"[3, -1, -1, -1, -1, -1, -1, -1, -1, -1]",71,0,-10000000,,RL
1765859448.3676167,implement,begin_removal,0,3000000000004,92,374,3,mix_mu_5_40_terminal_dependent,187.8,3,"[1.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",3,-10000000,-10000000,,ALNS
1765859448.4113188,implement,send_action,0,3000000000004,92,374,3,mix_mu_5_40_terminal_dependent,187.8,2,"[1.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",3,0,-10000000,,RL
1765859457.829415,implement,begin_removal,1,3000000000003,8,373,58,mix_mu_5_40_terminal_dependent,38.0,2,"[3, -1, -1, -1, -1, -1, -1, -1, -1, -1]",58,-10000000,-10000000,,ALNS
1765859458.048765,implement,send_action,1,3000000000003,8,373,58,mix_mu_5_40_terminal_dependent,38.0,2,"[3, -1, -1, -1, -1, -1, -1, -1, -1, -1]",58,0,-10000000,,RL
1765859466.241465,implement,begin_removal,0,3000000000004,92,372,3,mix_mu_5_40_terminal_dependent,189.0,2,"[3.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",3,-10000000,-10000000,,ALNS
1765859466.280111,implement,send_action,0,3000000000004,92,372,3,mix_mu_5_40_terminal_dependent,189.0,5,"[3.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",3,0,-10000000,,RL
1765859466.282318,implement,begin_removal,0,3000000000001,99,372,3,mix_mu_5_40_terminal_dependent,161.0,5,"[3.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",3,-10000000,-10000000,,ALNS
1765859466.3326056,implement,send_action,0,3000000000001,99,372,3,mix_mu_5_40_terminal_dependent,161.0,5,"[3.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",3,0,-10000000,,RL
1765859514.6626403,implement,begin_removal,0,3000000000004,92,367,2,mix_mu_5_40_terminal_dependent,190.0,5,"[3.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",2,-10000000,-10000000,,ALNS
1765859514.712706,implement,send_action,0,3000000000004,92,367,2,mix_mu_5_40_terminal_dependent,190.0,1,"[3.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",2,0,-10000000,,RL
1765859514.7147062,implement,begin_removal,0,3000000000001,99,367,2,mix_mu_5_40_terminal_dependent,162.0,1,"[3.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",2,-10000000,-10000000,,ALNS
1765859514.782043,implement,send_action,0,3000000000001,99,367,2,mix_mu_5_40_terminal_dependent,162.0,1,"[3.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",2,0,-10000000,,RL
1765859516.1352735,implement,begin_removal,1,3000000000001,99,367,17,mix_mu_5_40_terminal_dependent,146.4,1,"[2.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",17,-10000000,-10000000,,ALNS
1765859516.1812603,implement,send_action,1,3000000000001,99,367,17,mix_mu_5_40_terminal_dependent,146.4,5,"[2.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",17,0,-10000000,,RL
1765859525.708216,implement,begin_removal,1,3000000000004,92,366,99,mix_mu_5_40_terminal_dependent,93.0,5,"[3.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",99,-10000000,-10000000,,ALNS
1765859525.7551212,implement,send_action,1,3000000000004,92,366,99,mix_mu_5_40_terminal_dependent,93.0,1,"[3.0, -1, -1, -1, -1, -1, -1, -1, -1, -1]",99,0,-10000000,,RL
